#Exchange,Seller Account ID,Type of Account (Direct or Reseller),TAG
ID (optional)
#GOOGLE ADX
subdomain=games.neagle.com
subdomain=games.neoshodailynews.com
subdomain=games.nevadaiowajournal.com
subdomain=games.newbernsj.com
subdomain=games.newportindependent.com
subdomain=games.news-journalonline.com
subdomain=games.news-star.com
subdomain=games.newschief.com
subdomain=games.newsherald.com
subdomain=games.newsrepublican.com
subdomain=games.newstribune.info
subdomain=games.northneighbornews.com
subdomain=games.norwichbulletin.com
subdomain=games.nwfdailynews.com
subdomain=games.oakridger.com
subdomain=games.ocala.com
subdomain=games.olneydailymail.com
subdomain=games.oriongazette.com
subdomain=games.paris-express.com
subdomain=games.patriotledger.com
subdomain=games.pawhuskajournalcapital.com
subdomain=games.pbcommercial.com
subdomain=games.pekintimes.com
subdomain=games.penfieldpost.com
subdomain=games.picayune-times.com
subdomain=games.pjstar.com
subdomain=games.pontiacdailyleader.com
subdomain=games.postsouth.com
subdomain=games.pratttribune.com
subdomain=games.pressargus.com
subdomain=games.pressmentor.com
subdomain=games.progress-index.com
subdomain=games.prosperpressnews.com
subdomain=games.pulaskinews.net
subdomain=games.recordstar.com

subdomain=games.redwoodfallsgazette.com
subdomain=games.reviewatlas.com
subdomain=games.ridgecrestca.com
subdomain=games.rrstar.com
subdomain=games.runnelscountyregister.com
subdomain=games.scsuntimes.com
subdomain=games.sekvoice.com
subdomain=games.sentinel-standard.com
subdomain=games.shelbystar.com
subdomain=games.siftingsherald.com
subdomain=games.siskiyoudaily.com
subdomain=games.sj-r.com
subdomain=games.sjnewsonline.com
subdomain=games.sleepyeyenews.com
subdomain=games.sooeveningnews.com
subdomain=games.southlakepress.com
subdomain=games.srpressgazette.com
subdomain=games.starcourier.com
subdomain=games.starfl.com
subdomain=games.starnewsonline.com
subdomain=games.steubencourier.com
subdomain=games.stjamesnews.com
subdomain=games.storycityherald.com
subdomain=games.sturgisjournal.com
subdomain=games.stuttgartdailyleader.com
subdomain=games.sussexcountian.com
subdomain=games.swtimes.com
subdomain=games.taftmidwaydriller.com
subdomain=games.tauntongazette.com
subdomain=games.telegram.com
subdomain=games.teutopolispress.com
subdomain=games.the-dispatch.com
subdomain=games.the-leader.com
subdomain=games.thecarbondalenews.com
subdomain=games.thedailyreporter.com
subdomain=games.thedestinlog.com
subdomain=games.thegurdontimes.com
subdomain=games.thekansan.com
subdomain=games.theledger.com
subdomain=games.theperrychief.com
subdomain=games.therecordherald.com
subdomain=games.therolladailynews.com
subdomain=games.thesuburbanite.com
subdomain=games.thesuntimes.com
subdomain=games.thetimesnews.com
subdomain=games.thisweeknews.com
subdomain=games.timesreporter.com
subdomain=games.timestelegram.com
subdomain=games.topsailadvertiser.com
subdomain=games.tricountytimes.com
subdomain=games.tuscaloosanews.com
subdomain=games.uticaod.com
subdomain=games.uticaod.com
subdomain=games.vanalstyneleader.com
subdomain=games.vanburencountydem.com
subdomain=games.victorpost.com
subdomain=games.waltonsun.com

subdomain=games.washingtontimesreporter.com
subdomain=games.waxahachietx.com
subdomain=games.wayneindependent.com
subdomain=games.waynepost.com
subdomain=games.waynesvilledailyguide.com
subdomain=games.websterpost.com
subdomain=games.weeklycitizen.com
subdomain=games.wellingtondailynews.com
subdomain=games.wellsvilledaily.com
subdomain=games.whitehalljournal.com
subdomain=games.wickedlocal.com
subdomain=games.woodfordtimes.com
subdomain=games.yourglenrosetx.com
subdomain=games.yourstephenvilletx.com
subdomain=games.yourvalleyvoice.com
